videos,frameN,pos_x,pos_y,width,height,
test.mov,120,456,226,56,56
test.mov,122,456,226,55,55
test.mov,123,457,226,56,56
test.mov,125,458,228,52,52
test.mov,128,457,227,54,54
test.mov,128,256,110,109,109
test.mov,129,458,229,53,53
test.mov,129,242,107,118,118
test.mov,130,457,227,55,55
test.mov,130,239,110,116,116
test.mov,131,458,228,52,52
test.mov,131,233,107,119,119
test.mov,132,458,228,52,52
test.mov,132,234,106,117,117
test.mov,133,231,106,115,115
test.mov,134,227,107,117,117
test.mov,135,226,110,116,116
test.mov,136,226,110,112,112
test.mov,137,224,107,115,115
test.mov,138,221,104,119,119
test.mov,139,222,110,116,116
test.mov,140,458,228,52,52
test.mov,140,223,108,114,114
test.mov,141,456,227,54,54
test.mov,141,222,106,117,117
test.mov,142,457,227,54,54
test.mov,142,224,115,107,107
test.mov,143,458,228,52,52
test.mov,143,223,113,111,111
test.mov,144,457,228,54,54
test.mov,144,222,109,114,114
test.mov,145,457,228,53,53
test.mov,145,221,113,112,112
test.mov,146,221,109,114,114
test.mov,147,457,227,53,53
test.mov,147,220,106,117,117
test.mov,148,457,227,53,53
test.mov,148,221,106,116,116
test.mov,149,458,228,52,52
test.mov,149,218,106,115,115
test.mov,150,457,227,53,53
test.mov,150,221,107,112,112
test.mov,151,457,227,54,54
test.mov,151,217,105,114,114
test.mov,152,457,228,52,52
test.mov,152,215,108,102,102
test.mov,153,214,115,86,86
test.mov,154,212,118,76,76
test.mov,155,208,120,73,73
test.mov,156,457,227,54,54
test.mov,157,457,227,54,54
test.mov,159,457,227,54,54
test.mov,160,457,227,54,54
test.mov,167,458,229,51,51
test.mov,174,457,227,54,54
test.mov,177,457,227,54,54
test.mov,180,455,226,57,57
test.mov,181,457,227,54,54
test.mov,182,456,226,56,56
test.mov,183,457,228,53,53
test.mov,184,457,227,54,54
test.mov,185,457,227,54,54
test.mov,186,456,226,56,56
test.mov,187,456,226,56,56
test.mov,188,458,229,52,52
test.mov,189,456,227,55,55
test.mov,189,193,111,89,89
test.mov,190,197,108,97,97
test.mov,191,456,226,56,56
test.mov,191,199,105,102,102
test.mov,192,454,225,57,57
test.mov,192,199,102,111,111
test.mov,193,198,103,112,112
test.mov,194,456,227,53,53
test.mov,194,204,104,110,110
test.mov,195,455,226,56,56
test.mov,195,201,103,116,116
test.mov,196,206,104,113,113
test.mov,197,207,106,112,112
test.mov,198,205,107,117,117
test.mov,199,457,227,54,54
test.mov,199,205,111,113,113
test.mov,200,204,104,120,120
test.mov,201,206,106,117,117
test.mov,202,457,227,53,53
test.mov,202,208,106,116,116
test.mov,203,457,227,53,53
test.mov,203,206,105,119,119
test.mov,204,210,110,112,112
test.mov,205,458,228,52,52
test.mov,205,209,109,116,116
test.mov,206,457,228,54,54
test.mov,206,210,107,115,115
test.mov,207,454,224,58,58
test.mov,207,209,106,116,116
test.mov,208,210,105,115,115
test.mov,209,208,104,119,119
test.mov,210,457,227,54,54
test.mov,210,210,103,115,115
test.mov,211,456,227,54,54
test.mov,211,210,99,116,116
test.mov,212,208,99,117,117
test.mov,213,457,227,54,54
test.mov,213,215,96,110,110
test.mov,214,216,95,106,106
test.mov,215,268,92,44,44
test.mov,215,458,228,53,53
test.mov,219,458,228,53,53
test.mov,220,457,228,53,53
test.mov,221,457,228,54,54
test.mov,222,457,227,53,53
test.mov,224,458,228,52,52
test.mov,227,457,227,53,53
test.mov,230,459,229,52,52
test.mov,233,457,227,53,53
test.mov,234,457,227,53,53
test.mov,235,458,228,52,52
test.mov,236,457,227,54,54
test.mov,237,458,228,52,52
test.mov,238,455,226,57,57
test.mov,239,456,226,56,56
test.mov,242,458,228,52,52
test.mov,245,457,227,55,55
test.mov,246,458,228,53,53
test.mov,248,458,228,53,53
test.mov,248,210,96,120,120
test.mov,249,210,95,117,117
test.mov,250,215,97,113,113
test.mov,251,211,98,117,117
test.mov,252,208,97,120,120
test.mov,253,457,227,53,53
test.mov,253,209,98,120,120
test.mov,254,212,100,115,115
test.mov,255,212,102,114,114
test.mov,256,457,228,53,53
test.mov,256,211,100,116,116
test.mov,257,457,227,53,53
test.mov,257,209,102,118,118
test.mov,258,458,228,52,52
test.mov,258,207,99,120,120
test.mov,259,458,228,52,52
test.mov,259,209,100,119,119
test.mov,260,458,228,52,52
test.mov,260,207,99,122,122
test.mov,261,457,227,54,54
test.mov,261,207,100,121,121
test.mov,262,210,102,119,119
test.mov,263,457,227,54,54
test.mov,263,208,100,122,122
test.mov,264,457,227,54,54
test.mov,264,208,100,124,124
test.mov,265,207,104,122,122
test.mov,266,208,104,124,124
test.mov,267,208,108,122,122
test.mov,268,208,110,125,125
test.mov,269,457,227,54,54
test.mov,274,457,227,53,53
test.mov,279,458,228,53,53
test.mov,281,457,227,54,54
test.mov,283,456,227,53,53
test.mov,288,455,224,58,58
test.mov,295,458,228,52,52
test.mov,301,457,227,54,54
test.mov,309,216,138,108,108
test.mov,310,214,130,113,113
test.mov,311,210,119,122,122
test.mov,312,211,120,121,121
test.mov,313,209,120,121,121
test.mov,314,227,161,84,84
test.mov,314,215,126,115,115
test.mov,315,456,227,53,53
test.mov,315,218,128,108,108
test.mov,316,233,166,73,73
test.mov,317,458,228,52,52
test.mov,317,217,127,111,111
test.mov,318,214,121,116,116
test.mov,319,214,120,114,114
test.mov,320,457,227,54,54
test.mov,320,209,114,123,123
test.mov,321,212,115,123,123
test.mov,322,212,117,121,121
test.mov,323,215,117,113,113
test.mov,324,216,120,110,110
test.mov,325,217,121,110,110
test.mov,326,214,118,111,111
test.mov,327,216,118,111,111
test.mov,328,214,116,111,111
test.mov,329,217,123,107,107
test.mov,330,215,122,110,110
test.mov,331,212,114,115,115
test.mov,332,216,115,113,113
test.mov,333,214,114,112,112
test.mov,334,212,113,118,118
test.mov,335,211,111,119,119
test.mov,336,216,112,113,113
test.mov,337,213,112,116,116
test.mov,338,215,111,114,114
test.mov,339,208,104,126,126
test.mov,340,215,109,113,113
test.mov,341,215,107,114,114
test.mov,342,213,106,117,117
test.mov,343,217,107,114,114
test.mov,344,221,109,107,107
test.mov,345,220,108,109,109
test.mov,346,218,107,111,111
test.mov,347,458,228,53,53
test.mov,347,219,107,109,109
test.mov,348,220,107,109,109
test.mov,349,219,107,110,110
test.mov,350,218,106,112,112
test.mov,351,458,228,53,53
test.mov,351,220,107,109,109
test.mov,352,219,106,111,111
test.mov,353,458,228,53,53
test.mov,353,220,107,109,109
test.mov,354,458,228,53,53
test.mov,354,219,107,110,110
test.mov,355,217,105,114,114
test.mov,356,457,228,54,54
test.mov,356,217,105,113,113
test.mov,357,221,107,110,110
test.mov,358,456,226,56,56
test.mov,358,220,106,110,110
test.mov,359,456,226,56,56
test.mov,359,218,106,112,112
test.mov,360,457,227,54,54
test.mov,360,217,106,112,112
test.mov,361,218,107,111,111
test.mov,362,214,105,115,115
test.mov,363,456,226,56,56
test.mov,363,216,108,112,112
test.mov,364,213,106,117,117
test.mov,365,458,228,53,53
test.mov,365,212,105,119,119
test.mov,366,458,229,52,52
test.mov,366,212,106,118,118
test.mov,367,212,106,118,118
test.mov,368,214,107,117,117
test.mov,369,212,108,116,116
test.mov,370,212,108,117,117
test.mov,371,214,107,117,117
test.mov,372,212,106,119,119
test.mov,373,212,107,119,119
test.mov,374,212,109,118,118
test.mov,375,212,109,117,117
test.mov,376,212,110,117,117
test.mov,377,458,228,52,52
test.mov,377,212,110,115,115
test.mov,378,457,226,56,56
test.mov,378,212,111,111,111
test.mov,379,211,110,112,112
test.mov,380,208,108,117,117
test.mov,381,457,227,54,54
test.mov,381,206,109,120,120
test.mov,382,457,227,54,54
test.mov,382,207,109,116,116
test.mov,383,206,108,117,117
test.mov,384,205,108,117,117
test.mov,385,457,227,54,54
test.mov,385,206,108,115,115
test.mov,386,206,108,116,116
test.mov,387,206,107,117,117
test.mov,388,204,108,116,116
test.mov,389,206,108,114,114
test.mov,390,205,107,116,116
test.mov,391,203,104,120,120
test.mov,392,201,103,122,122
test.mov,393,458,228,52,52
test.mov,393,202,103,123,123
test.mov,394,457,227,53,53
test.mov,394,204,103,121,121
test.mov,395,457,227,54,54
test.mov,395,203,103,121,121
test.mov,396,457,227,53,53
test.mov,396,203,102,119,119
test.mov,397,203,102,121,121
test.mov,398,458,228,52,52
test.mov,398,202,101,124,124
test.mov,399,201,101,125,125
test.mov,400,457,227,53,53
test.mov,400,202,102,125,125
test.mov,401,457,227,53,53
test.mov,401,202,102,126,126
test.mov,402,203,102,124,124
test.mov,403,202,102,128,128
test.mov,404,207,104,120,120
test.mov,405,203,102,127,127
test.mov,406,205,107,123,123
test.mov,407,204,103,126,126
test.mov,408,203,100,128,128
test.mov,409,456,227,53,53
test.mov,409,205,103,125,125
test.mov,410,458,229,51,51
test.mov,410,204,104,124,124
test.mov,411,456,227,53,53
test.mov,411,204,107,121,121
test.mov,412,456,227,53,53
test.mov,412,205,105,121,121
test.mov,413,457,228,52,52
test.mov,413,204,106,120,120
test.mov,414,205,107,116,116
test.mov,415,201,104,123,123
test.mov,416,204,106,116,116
test.mov,417,459,230,50,50
test.mov,417,201,104,121,121
test.mov,418,198,102,125,125
test.mov,419,202,104,120,120
test.mov,420,201,105,120,120
test.mov,421,201,104,122,122
test.mov,422,458,229,52,52
test.mov,422,200,103,123,123
test.mov,423,203,104,122,122
test.mov,424,203,104,122,122
test.mov,425,203,104,122,122


